air_store_id,visit_datetime,reserve_datetime,reserve_visitors
air_a083834e7ffe187e,2016-01-03 19:00:00,2016-01-03 16:00:00,2
air_a083834e7ffe187e,2016-01-03 21:00:00,2016-01-02 20:00:00,2
air_a083834e7ffe187e,2016-01-04 21:00:00,2016-01-04 15:00:00,2
air_a083834e7ffe187e,2016-01-05 19:00:00,2016-01-02 00:00:00,8
air_a083834e7ffe187e,2016-01-07 18:00:00,2016-01-07 14:00:00,2
air_a083834e7ffe187e,2016-01-08 19:00:00,2016-01-06 18:00:00,8
air_a083834e7ffe187e,2016-01-08 19:00:00,2016-01-07 22:00:00,20
air_a083834e7ffe187e,2016-01-08 19:00:00,2016-01-05 23:00:00,3
air_a083834e7ffe187e,2016-01-08 19:00:00,2016-01-08 16:00:00,3
air_a083834e7ffe187e,2016-01-08 22:00:00,2016-01-06 21:00:00,2
air_a083834e7ffe187e,2016-01-09 20:00:00,2016-01-05 22:00:00,2
air_a083834e7ffe187e,2016-01-09 20:00:00,2016-01-07 14:00:00,2
air_a083834e7ffe187e,2016-01-09 20:00:00,2016-01-02 10:00:00,4
air_a083834e7ffe187e,2016-01-09 20:00:00,2016-01-06 23:00:00,5
air_a083834e7ffe187e,2016-01-09 20:00:00,2016-01-09 04:00:00,2
air_a083834e7ffe187e,2016-01-09 20:00:00,2016-01-09 02:00:00,7
air_a083834e7ffe187e,2016-01-09 20:00:00,2016-01-04 23:00:00,2
air_a083834e7ffe187e,2016-01-09 20:00:00,2016-01-08 20:00:00,2
air_a083834e7ffe187e,2016-01-10 19:00:00,2016-01-07 18:00:00,2
air_a083834e7ffe187e,2016-01-10 19:00:00,2016-01-10 15:00:00,4
air_a083834e7ffe187e,2016-01-10 19:00:00,2016-01-06 23:00:00,3
air_a083834e7ffe187e,2016-01-10 19:00:00,2016-01-10 14:00:00,4
air_a083834e7ffe187e,2016-01-10 19:00:00,2016-01-09 09:00:00,6
air_a083834e7ffe187e,2016-01-10 19:00:00,2016-01-08 17:00:00,2
air_a083834e7ffe187e,2016-01-10 19:00:00,2016-01-07 21:00:00,4
air_a083834e7ffe187e,2016-01-10 19:00:00,2016-01-10 15:00:00,3
air_a083834e7ffe187e,2016-01-12 22:00:00,2016-01-12 15:00:00,2
air_a083834e7ffe187e,2016-01-13 22:00:00,2016-01-13 18:00:00,5
air_a083834e7ffe187e,2016-01-13 22:00:00,2016-01-13 15:00:00,5
air_a083834e7ffe187e,2016-01-15 21:00:00,2016-01-14 16:00:00,7
air_a083834e7ffe187e,2016-01-16 19:00:00,2016-01-14 19:00:00,3
air_a083834e7ffe187e,2016-01-16 19:00:00,2016-01-16 16:00:00,4
air_a083834e7ffe187e,2016-01-16 19:00:00,2016-01-16 17:00:00,2
air_a083834e7ffe187e,2016-01-16 19:00:00,2016-01-16 17:00:00,3
air_a083834e7ffe187e,2016-01-16 19:00:00,2016-01-13 13:00:00,7
air_a083834e7ffe187e,2016-01-16 19:00:00,2016-01-13 15:00:00,4
air_a083834e7ffe187e,2016-01-16 19:00:00,2016-01-14 17:00:00,4
air_a083834e7ffe187e,2016-01-16 19:00:00,2016-01-07 16:00:00,7
air_a083834e7ffe187e,2016-01-17 20:00:00,2016-01-12 13:00:00,23
air_a083834e7ffe187e,2016-01-17 20:00:00,2016-01-16 22:00:00,3
air_a083834e7ffe187e,2016-01-19 20:00:00,2016-01-17 17:00:00,10
air_a083834e7ffe187e,2016-01-19 21:00:00,2016-01-18 23:00:00,2
air_a083834e7ffe187e,2016-01-19 22:00:00,2016-01-17 19:00:00,5
air_a083834e7ffe187e,2016-01-20 19:00:00,2016-01-17 21:00:00,3
air_a083834e7ffe187e,2016-01-20 19:00:00,2016-01-18 00:00:00,2
air_a083834e7ffe187e,2016-01-21 18:00:00,2016-01-18 22:00:00,5
air_a083834e7ffe187e,2016-01-21 18:00:00,2016-01-15 18:00:00,8
air_a083834e7ffe187e,2016-01-22 21:00:00,2016-01-14 20:00:00,6
air_a083834e7ffe187e,2016-01-22 21:00:00,2016-01-14 19:00:00,8
air_a083834e7ffe187e,2016-01-22 21:00:00,2016-01-21 19:00:00,2
air_a083834e7ffe187e,2016-01-22 21:00:00,2016-01-20 20:00:00,5
air_a083834e7ffe187e,2016-01-22 21:00:00,2016-01-15 14:00:00,3
air_a083834e7ffe187e,2016-01-22 21:00:00,2016-01-20 18:00:00,7
air_a083834e7ffe187e,2016-01-23 19:00:00,2016-01-19 13:00:00,3
air_a083834e7ffe187e,2016-01-23 19:00:00,2016-01-21 20:00:00,5
air_a083834e7ffe187e,2016-01-23 19:00:00,2016-01-21 21:00:00,2
air_a083834e7ffe187e,2016-01-23 19:00:00,2016-01-05 19:00:00,3
air_a083834e7ffe187e,2016-01-23 19:00:00,2016-01-18 09:00:00,3
air_a083834e7ffe187e,2016-01-23 19:00:00,2016-01-20 22:00:00,2
air_a083834e7ffe187e,2016-01-23 19:00:00,2016-01-10 18:00:00,3
air_a083834e7ffe187e,2016-01-23 19:00:00,2016-01-15 18:00:00,9
air_a083834e7ffe187e,2016-01-24 18:00:00,2016-01-23 16:00:00,2
air_a083834e7ffe187e,2016-01-24 19:00:00,2016-01-21 00:00:00,6
air_a083834e7ffe187e,2016-01-25 20:00:00,2016-01-24 11:00:00,4
air_a083834e7ffe187e,2016-01-26 20:00:00,2016-01-20 20:00:00,8
air_a083834e7ffe187e,2016-01-26 21:00:00,2016-01-23 21:00:00,2
air_a083834e7ffe187e,2016-01-27 19:00:00,2016-01-22 18:00:00,7
air_a083834e7ffe187e,2016-01-27 19:00:00,2016-01-27 04:00:00,2
air_a083834e7ffe187e,2016-01-27 19:00:00,2016-01-19 18:00:00,15
air_a083834e7ffe187e,2016-01-27 19:00:00,2016-01-25 22:00:00,2
air_a083834e7ffe187e,2016-01-27 21:00:00,2016-01-23 16:00:00,5
air_a083834e7ffe187e,2016-01-28 20:00:00,2016-01-25 22:00:00,5
air_a083834e7ffe187e,2016-01-28 20:00:00,2016-01-28 16:00:00,4
air_a083834e7ffe187e,2016-01-28 21:00:00,2016-01-27 22:00:00,3
air_a083834e7ffe187e,2016-01-28 21:00:00,2016-01-27 17:00:00,6
air_a083834e7ffe187e,2016-01-29 18:00:00,2016-01-26 01:00:00,10
air_a083834e7ffe187e,2016-01-29 18:00:00,2016-01-08 16:00:00,5
air_a083834e7ffe187e,2016-01-29 19:00:00,2016-01-24 16:00:00,7
air_a083834e7ffe187e,2016-01-29 19:00:00,2016-01-26 17:00:00,3
air_5c817ef28f236bdf,2016-01-29 20:00:00,2016-01-28 17:00:00,4
air_a083834e7ffe187e,2016-01-29 21:00:00,2016-01-28 17:00:00,6
air_a083834e7ffe187e,2016-01-29 21:00:00,2016-01-28 20:00:00,2
air_a083834e7ffe187e,2016-01-29 21:00:00,2016-01-22 11:00:00,2
air_a083834e7ffe187e,2016-01-29 21:00:00,2016-01-28 21:00:00,2
air_a083834e7ffe187e,2016-01-29 22:00:00,2016-01-26 18:00:00,2
air_a083834e7ffe187e,2016-01-29 23:00:00,2016-01-27 12:00:00,4
air_5c817ef28f236bdf,2016-01-30 17:00:00,2016-01-30 02:00:00,2
air_a083834e7ffe187e,2016-01-30 18:00:00,2016-01-21 20:00:00,2
air_a083834e7ffe187e,2016-01-30 18:00:00,2016-01-27 20:00:00,4
air_a083834e7ffe187e,2016-01-30 18:00:00,2016-01-22 11:00:00,4
air_a083834e7ffe187e,2016-01-30 18:00:00,2016-01-28 23:00:00,2
air_a083834e7ffe187e,2016-01-30 20:00:00,2016-01-29 22:00:00,2
air_a083834e7ffe187e,2016-01-30 20:00:00,2016-01-15 21:00:00,6
air_a083834e7ffe187e,2016-01-30 20:00:00,2016-01-29 12:00:00,2
air_a083834e7ffe187e,2016-01-30 20:00:00,2016-01-23 12:00:00,6
air_a083834e7ffe187e,2016-01-30 20:00:00,2016-01-25 23:00:00,2
air_a083834e7ffe187e,2016-01-30 20:00:00,2016-01-26 20:00:00,3
air_a083834e7ffe187e,2016-02-03 20:00:00,2016-01-28 23:00:00,2
air_a083834e7ffe187e,2016-02-04 20:00:00,2016-02-04 17:00:00,2
air_a083834e7ffe187e,2016-02-04 20:00:00,2016-02-04 15:00:00,2
air_a083834e7ffe187e,2016-02-04 20:00:00,2016-02-02 10:00:00,2
air_a083834e7ffe187e,2016-02-05 18:00:00,2016-01-27 22:00:00,3
air_a083834e7ffe187e,2016-02-05 18:00:00,2016-01-26 11:00:00,2
air_a083834e7ffe187e,2016-02-05 18:00:00,2016-01-24 20:00:00,7
air_a083834e7ffe187e,2016-02-05 20:00:00,2016-01-27 16:00:00,20
air_a083834e7ffe187e,2016-02-05 20:00:00,2016-02-04 19:00:00,3
air_a083834e7ffe187e,2016-02-05 20:00:00,2016-01-29 19:00:00,2
air_a083834e7ffe187e,2016-02-06 19:00:00,2016-02-03 19:00:00,13
air_a083834e7ffe187e,2016-02-06 19:00:00,2016-01-28 17:00:00,12
air_a083834e7ffe187e,2016-02-06 20:00:00,2016-01-31 21:00:00,4
air_a083834e7ffe187e,2016-02-06 20:00:00,2016-01-16 16:00:00,4
air_a083834e7ffe187e,2016-02-06 20:00:00,2016-02-06 14:00:00,3
air_a083834e7ffe187e,2016-02-06 21:00:00,2016-02-02 20:00:00,3
air_a083834e7ffe187e,2016-02-06 21:00:00,2016-02-06 14:00:00,2
air_a083834e7ffe187e,2016-02-06 21:00:00,2016-02-02 20:00:00,2
air_a083834e7ffe187e,2016-02-07 19:00:00,2016-02-04 19:00:00,2
air_a083834e7ffe187e,2016-02-07 19:00:00,2016-02-04 23:00:00,4
air_a083834e7ffe187e,2016-02-09 20:00:00,2016-02-08 17:00:00,12
air_a083834e7ffe187e,2016-02-09 20:00:00,2016-02-07 19:00:00,2
air_a083834e7ffe187e,2016-02-10 20:00:00,2016-02-10 13:00:00,2
air_a083834e7ffe187e,2016-02-10 20:00:00,2016-02-04 17:00:00,3
air_a083834e7ffe187e,2016-02-10 21:00:00,2016-02-10 12:00:00,3
air_a083834e7ffe187e,2016-02-10 21:00:00,2016-02-07 02:00:00,3
air_a083834e7ffe187e,2016-02-10 21:00:00,2016-02-09 17:00:00,7
air_a083834e7ffe187e,2016-02-10 21:00:00,2016-02-10 17:00:00,4
air_a083834e7ffe187e,2016-02-10 22:00:00,2016-02-08 18:00:00,2
air_a083834e7ffe187e,2016-02-10 22:00:00,2016-02-08 19:00:00,15
air_a083834e7ffe187e,2016-02-10 23:00:00,2016-02-07 11:00:00,3
air_a083834e7ffe187e,2016-02-11 20:00:00,2016-01-30 13:00:00,6
air_a083834e7ffe187e,2016-02-11 20:00:00,2016-02-05 20:00:00,3
air_a083834e7ffe187e,2016-02-11 20:00:00,2016-02-11 17:00:00,2
air_a083834e7ffe187e,2016-02-12 20:00:00,2016-01-29 23:00:00,3
air_a083834e7ffe187e,2016-02-12 20:00:00,2016-02-09 23:00:00,2
air_a083834e7ffe187e,2016-02-12 20:00:00,2016-02-07 19:00:00,8
air_a083834e7ffe187e,2016-02-12 20:00:00,2016-02-04 19:00:00,14
air_a083834e7ffe187e,2016-02-12 20:00:00,2016-02-12 16:00:00,2
air_a083834e7ffe187e,2016-02-12 20:00:00,2016-02-12 19:00:00,3
air_a083834e7ffe187e,2016-02-13 19:00:00,2016-01-27 17:00:00,13
air_a083834e7ffe187e,2016-02-13 19:00:00,2016-02-03 19:00:00,3
air_a083834e7ffe187e,2016-02-13 22:00:00,2016-02-08 22:00:00,3
air_a083834e7ffe187e,2016-02-14 20:00:00,2016-02-04 15:00:00,3
air_a083834e7ffe187e,2016-02-15 20:00:00,2016-02-15 01:00:00,3
air_a083834e7ffe187e,2016-02-15 22:00:00,2016-02-15 01:00:00,2
air_a083834e7ffe187e,2016-02-17 19:00:00,2016-02-16 19:00:00,5
air_a083834e7ffe187e,2016-02-18 19:00:00,2016-02-17 18:00:00,4
air_a083834e7ffe187e,2016-02-18 19:00:00,2016-02-07 15:00:00,3
air_a083834e7ffe187e,2016-02-18 19:00:00,2016-02-17 18:00:00,4
air_a083834e7ffe187e,2016-02-18 19:00:00,2016-02-18 17:00:00,2
air_a083834e7ffe187e,2016-02-19 19:00:00,2016-02-18 18:00:00,2
air_a083834e7ffe187e,2016-02-19 20:00:00,2016-02-16 21:00:00,2
air_a083834e7ffe187e,2016-02-19 21:00:00,2016-02-16 19:00:00,2
air_a083834e7ffe187e,2016-02-19 21:00:00,2016-02-17 18:00:00,3
air_a083834e7ffe187e,2016-02-19 21:00:00,2016-02-18 11:00:00,2
air_a083834e7ffe187e,2016-02-19 21:00:00,2016-02-16 20:00:00,7
air_a083834e7ffe187e,2016-02-19 21:00:00,2016-02-08 18:00:00,15
air_5c817ef28f236bdf,2016-02-19 23:00:00,2016-02-18 23:00:00,15
air_5c817ef28f236bdf,2016-02-20 20:00:00,2016-02-20 17:00:00,2
air_a083834e7ffe187e,2016-02-20 20:00:00,2016-02-07 23:00:00,3
air_a083834e7ffe187e,2016-02-20 20:00:00,2016-02-17 20:00:00,4
air_a083834e7ffe187e,2016-02-20 20:00:00,2016-02-15 20:00:00,5
air_a083834e7ffe187e,2016-02-20 20:00:00,2016-02-12 22:00:00,8
air_a083834e7ffe187e,2016-02-20 20:00:00,2016-02-18 20:00:00,3
air_a083834e7ffe187e,2016-02-20 20:00:00,2016-02-13 23:00:00,3
air_a083834e7ffe187e,2016-02-20 20:00:00,2016-02-18 22:00:00,3
air_a083834e7ffe187e,2016-02-21 20:00:00,2016-02-20 18:00:00,2
air_a083834e7ffe187e,2016-02-23 18:00:00,2016-02-07 15:00:00,3
air_5c817ef28f236bdf,2016-02-23 21:00:00,2016-02-23 17:00:00,14
air_a083834e7ffe187e,2016-02-24 18:00:00,2016-02-23 08:00:00,6
air_a083834e7ffe187e,2016-02-25 20:00:00,2016-02-16 22:00:00,4
air_a083834e7ffe187e,2016-02-26 18:00:00,2016-02-24 22:00:00,4
air_a083834e7ffe187e,2016-02-26 19:00:00,2016-02-25 19:00:00,2
air_a083834e7ffe187e,2016-02-26 19:00:00,2016-02-24 20:00:00,7
air_a083834e7ffe187e,2016-02-26 19:00:00,2016-02-23 23:00:00,7
air_a083834e7ffe187e,2016-02-27 18:00:00,2016-02-23 20:00:00,3
air_a083834e7ffe187e,2016-02-27 18:00:00,2016-02-19 16:00:00,4
air_a083834e7ffe187e,2016-02-27 18:00:00,2016-02-10 22:00:00,4
air_a083834e7ffe187e,2016-02-27 20:00:00,2016-02-27 14:00:00,4
air_a083834e7ffe187e,2016-02-27 20:00:00,2016-02-08 19:00:00,4
air_5c817ef28f236bdf,2016-02-28 20:00:00,2016-02-16 22:00:00,12
air_a083834e7ffe187e,2016-03-01 19:00:00,2016-02-22 16:00:00,7
air_a083834e7ffe187e,2016-03-01 19:00:00,2016-02-26 18:00:00,4
air_a083834e7ffe187e,2016-03-02 19:00:00,2016-02-17 10:00:00,2
air_a083834e7ffe187e,2016-03-02 19:00:00,2016-02-27 09:00:00,9
air_a083834e7ffe187e,2016-03-04 20:00:00,2016-02-26 17:00:00,6
air_a083834e7ffe187e,2016-03-04 21:00:00,2016-03-04 16:00:00,4
air_a083834e7ffe187e,2016-03-04 21:00:00,2016-03-03 18:00:00,3
air_a083834e7ffe187e,2016-03-05 18:00:00,2016-03-02 19:00:00,2
air_a083834e7ffe187e,2016-03-05 20:00:00,2016-03-05 17:00:00,2
air_a083834e7ffe187e,2016-03-05 20:00:00,2016-03-01 23:00:00,2
air_a083834e7ffe187e,2016-03-08 19:00:00,2016-02-08 21:00:00,2
air_a083834e7ffe187e,2016-03-09 19:00:00,2016-03-01 19:00:00,2
air_a083834e7ffe187e,2016-03-09 20:00:00,2016-03-07 20:00:00,3
air_a083834e7ffe187e,2016-03-10 20:00:00,2016-02-27 13:00:00,3
air_a083834e7ffe187e,2016-03-10 20:00:00,2016-03-09 19:00:00,3
air_a083834e7ffe187e,2016-03-10 20:00:00,2016-03-09 16:00:00,2
air_a083834e7ffe187e,2016-03-11 20:00:00,2016-02-25 10:00:00,4
air_a083834e7ffe187e,2016-03-11 21:00:00,2016-03-11 04:00:00,4
air_a083834e7ffe187e,2016-03-11 21:00:00,2016-03-10 21:00:00,6
air_a083834e7ffe187e,2016-03-11 21:00:00,2016-02-27 17:00:00,6
air_a083834e7ffe187e,2016-03-11 21:00:00,2016-03-08 19:00:00,5
air_a083834e7ffe187e,2016-03-11 21:00:00,2016-03-02 19:00:00,6
air_a083834e7ffe187e,2016-03-11 21:00:00,2016-03-07 23:00:00,2
air_a083834e7ffe187e,2016-03-11 21:00:00,2016-03-08 22:00:00,4
air_a083834e7ffe187e,2016-03-11 21:00:00,2016-03-09 14:00:00,2
air_5c817ef28f236bdf,2016-03-11 22:00:00,2016-03-09 21:00:00,17
air_a083834e7ffe187e,2016-03-12 18:00:00,2016-03-09 02:00:00,6
air_a083834e7ffe187e,2016-03-12 18:00:00,2016-03-08 23:00:00,2
air_a083834e7ffe187e,2016-03-12 18:00:00,2016-02-27 23:00:00,15
air_a083834e7ffe187e,2016-03-12 20:00:00,2016-03-12 09:00:00,2
air_a083834e7ffe187e,2016-03-12 21:00:00,2016-03-11 22:00:00,4
air_a083834e7ffe187e,2016-03-12 21:00:00,2016-03-12 15:00:00,2
air_a083834e7ffe187e,2016-03-13 18:00:00,2016-03-10 19:00:00,2
air_a083834e7ffe187e,2016-03-13 18:00:00,2016-03-13 16:00:00,5
air_5c817ef28f236bdf,2016-03-15 18:00:00,2016-03-15 16:00:00,7
air_a083834e7ffe187e,2016-03-15 18:00:00,2016-03-14 17:00:00,4
air_a083834e7ffe187e,2016-03-15 18:00:00,2016-02-29 17:00:00,7
air_a083834e7ffe187e,2016-03-16 19:00:00,2016-03-13 10:00:00,2
air_a083834e7ffe187e,2016-03-16 19:00:00,2016-03-11 18:00:00,8
air_a083834e7ffe187e,2016-03-16 19:00:00,2016-03-15 21:00:00,3
air_a083834e7ffe187e,2016-03-18 20:00:00,2016-03-18 15:00:00,2
air_a083834e7ffe187e,2016-03-18 20:00:00,2016-03-17 17:00:00,10
air_a083834e7ffe187e,2016-03-18 21:00:00,2016-02-15 22:00:00,2
air_a083834e7ffe187e,2016-03-18 21:00:00,2016-03-18 15:00:00,5
air_a083834e7ffe187e,2016-03-18 21:00:00,2016-03-17 18:00:00,8
air_a083834e7ffe187e,2016-03-18 21:00:00,2016-03-16 17:00:00,6
air_a083834e7ffe187e,2016-03-18 21:00:00,2016-03-16 22:00:00,5
air_a083834e7ffe187e,2016-03-19 19:00:00,2016-03-19 16:00:00,4
air_a083834e7ffe187e,2016-03-19 19:00:00,2016-03-19 00:00:00,4
air_a083834e7ffe187e,2016-03-19 19:00:00,2016-03-12 18:00:00,14
air_a083834e7ffe187e,2016-03-19 19:00:00,2016-03-16 20:00:00,6
air_a083834e7ffe187e,2016-03-20 19:00:00,2016-03-20 15:00:00,2
air_a083834e7ffe187e,2016-03-21 19:00:00,2016-03-10 21:00:00,4
air_a083834e7ffe187e,2016-03-23 19:00:00,2016-03-08 14:00:00,4
air_5c817ef28f236bdf,2016-03-24 19:00:00,2016-03-04 00:00:00,4
air_a083834e7ffe187e,2016-03-24 19:00:00,2016-03-23 22:00:00,4
air_a083834e7ffe187e,2016-03-25 18:00:00,2016-03-18 16:00:00,30
air_a083834e7ffe187e,2016-03-25 19:00:00,2016-02-24 12:00:00,15
air_a083834e7ffe187e,2016-03-25 21:00:00,2016-03-24 23:00:00,4
air_a083834e7ffe187e,2016-03-26 18:00:00,2016-03-22 22:00:00,6
air_a083834e7ffe187e,2016-03-26 18:00:00,2016-03-26 00:00:00,3
air_a083834e7ffe187e,2016-03-26 22:00:00,2016-03-14 21:00:00,8
air_a083834e7ffe187e,2016-03-28 19:00:00,2016-03-11 17:00:00,6
air_a083834e7ffe187e,2016-03-28 19:00:00,2016-03-27 23:00:00,4
air_a083834e7ffe187e,2016-03-28 20:00:00,2016-03-25 19:00:00,4
air_a083834e7ffe187e,2016-03-29 19:00:00,2016-03-26 15:00:00,4
air_a083834e7ffe187e,2016-03-30 19:00:00,2016-03-30 16:00:00,8
air_a083834e7ffe187e,2016-03-30 19:00:00,2016-03-30 10:00:00,3
air_a083834e7ffe187e,2016-03-30 20:00:00,2016-03-28 18:00:00,7
air_a083834e7ffe187e,2016-04-01 20:00:00,2016-03-30 22:00:00,3
air_a083834e7ffe187e,2016-04-01 20:00:00,2016-03-31 15:00:00,3
air_a083834e7ffe187e,2016-04-01 20:00:00,2016-03-29 20:00:00,5
air_a083834e7ffe187e,2016-04-01 20:00:00,2016-04-01 10:00:00,5
air_a083834e7ffe187e,2016-04-02 19:00:00,2016-04-01 21:00:00,2
air_a083834e7ffe187e,2016-04-05 19:00:00,2016-03-31 20:00:00,31
air_a083834e7ffe187e,2016-04-06 19:00:00,2016-03-29 20:00:00,10
air_a083834e7ffe187e,2016-04-08 19:00:00,2016-04-05 19:00:00,15
air_a083834e7ffe187e,2016-04-08 19:00:00,2016-03-29 19:00:00,3
air_a083834e7ffe187e,2016-04-08 20:00:00,2016-04-05 00:00:00,4
air_a083834e7ffe187e,2016-04-09 19:00:00,2016-04-09 10:00:00,2
air_5c817ef28f236bdf,2016-04-09 21:00:00,2016-04-08 19:00:00,4
air_a083834e7ffe187e,2016-04-10 19:00:00,2016-04-09 16:00:00,2
air_a083834e7ffe187e,2016-04-10 19:00:00,2016-04-09 13:00:00,6
air_a083834e7ffe187e,2016-04-12 20:00:00,2016-04-12 15:00:00,7
air_a083834e7ffe187e,2016-04-13 18:00:00,2016-04-08 12:00:00,4
air_a083834e7ffe187e,2016-04-13 19:00:00,2016-04-07 12:00:00,3
air_a083834e7ffe187e,2016-04-13 19:00:00,2016-04-11 18:00:00,4
air_a083834e7ffe187e,2016-04-15 20:00:00,2016-03-30 23:00:00,50
air_5c817ef28f236bdf,2016-04-16 19:00:00,2016-04-12 05:00:00,5
air_a083834e7ffe187e,2016-04-16 20:00:00,2016-04-12 19:00:00,17
air_a083834e7ffe187e,2016-04-16 21:00:00,2016-04-11 17:00:00,2
air_a083834e7ffe187e,2016-04-16 21:00:00,2016-04-11 15:00:00,7
air_a083834e7ffe187e,2016-04-16 21:00:00,2016-03-29 20:00:00,5
air_a083834e7ffe187e,2016-04-17 19:00:00,2016-04-17 16:00:00,3
air_a083834e7ffe187e,2016-04-20 18:00:00,2016-04-13 17:00:00,21
air_a083834e7ffe187e,2016-04-22 20:00:00,2016-04-18 19:00:00,7
air_a083834e7ffe187e,2016-04-22 21:00:00,2016-03-22 18:00:00,20
air_a083834e7ffe187e,2016-04-22 21:00:00,2016-04-13 17:00:00,19
air_a083834e7ffe187e,2016-04-23 18:00:00,2016-04-21 07:00:00,5
air_a083834e7ffe187e,2016-04-23 22:00:00,2016-04-23 14:00:00,7
air_5c817ef28f236bdf,2016-04-24 18:00:00,2016-04-23 08:00:00,3
air_a083834e7ffe187e,2016-04-25 18:00:00,2016-04-21 18:00:00,15
air_a083834e7ffe187e,2016-04-25 21:00:00,2016-04-17 18:00:00,6
air_a083834e7ffe187e,2016-04-25 21:00:00,2016-04-24 17:00:00,4
air_a083834e7ffe187e,2016-04-26 19:00:00,2016-04-19 23:00:00,50
air_a083834e7ffe187e,2016-04-27 20:00:00,2016-04-26 22:00:00,6
air_a083834e7ffe187e,2016-04-28 20:00:00,2016-04-27 17:00:00,5
air_a083834e7ffe187e,2016-04-28 21:00:00,2016-04-17 19:00:00,4
air_a083834e7ffe187e,2016-04-28 21:00:00,2016-04-14 20:00:00,4
air_a083834e7ffe187e,2016-04-28 22:00:00,2016-04-24 21:00:00,19
air_a083834e7ffe187e,2016-04-29 20:00:00,2016-04-27 22:00:00,2
air_a083834e7ffe187e,2016-04-29 20:00:00,2016-04-29 16:00:00,3
air_a083834e7ffe187e,2016-04-29 20:00:00,2016-04-29 00:00:00,2
air_a083834e7ffe187e,2016-04-30 18:00:00,2016-04-30 13:00:00,2
air_a083834e7ffe187e,2016-04-30 20:00:00,2016-04-01 19:00:00,14
air_a083834e7ffe187e,2016-04-30 21:00:00,2016-04-12 18:00:00,4
air_a083834e7ffe187e,2016-04-30 21:00:00,2016-04-30 12:00:00,2
air_a083834e7ffe187e,2016-04-30 22:00:00,2016-04-26 23:00:00,5
air_a083834e7ffe187e,2016-05-01 17:00:00,2016-04-30 18:00:00,5
air_a083834e7ffe187e,2016-05-01 19:00:00,2016-04-29 00:00:00,7
air_a083834e7ffe187e,2016-05-02 21:00:00,2016-04-30 22:00:00,4
air_a083834e7ffe187e,2016-05-03 18:00:00,2016-04-30 17:00:00,4
air_a083834e7ffe187e,2016-05-03 19:00:00,2016-04-25 17:00:00,2
air_a083834e7ffe187e,2016-05-04 19:00:00,2016-05-03 18:00:00,2
air_a083834e7ffe187e,2016-05-04 19:00:00,2016-05-03 20:00:00,2
air_a083834e7ffe187e,2016-05-06 22:00:00,2016-05-03 00:00:00,3
air_a083834e7ffe187e,2016-05-07 18:00:00,2016-05-07 18:00:00,2
air_a083834e7ffe187e,2016-05-09 20:00:00,2016-05-08 14:00:00,4
air_a083834e7ffe187e,2016-05-10 22:00:00,2016-05-08 23:00:00,3
air_a083834e7ffe187e,2016-05-11 20:00:00,2016-05-10 15:00:00,5
air_a083834e7ffe187e,2016-05-11 22:00:00,2016-05-10 18:00:00,8
air_a083834e7ffe187e,2016-05-12 20:00:00,2016-04-25 17:00:00,9
air_a083834e7ffe187e,2016-05-13 19:00:00,2016-05-09 22:00:00,7
air_a083834e7ffe187e,2016-05-13 20:00:00,2016-05-09 21:00:00,4
air_a083834e7ffe187e,2016-05-14 19:00:00,2016-05-14 11:00:00,2
air_a083834e7ffe187e,2016-05-14 20:00:00,2016-05-14 16:00:00,2
air_a083834e7ffe187e,2016-05-14 21:00:00,2016-05-12 17:00:00,7
air_a083834e7ffe187e,2016-05-17 18:00:00,2016-05-13 18:00:00,7
air_a083834e7ffe187e,2016-05-19 21:00:00,2016-05-18 23:00:00,2
air_a083834e7ffe187e,2016-05-20 20:00:00,2016-05-09 21:00:00,5
